"","Locality","Assemblage","GeoLayer.Name","Country","Locality.Type","X","Y","Technocomplex","Geostrat..Info..age.min","Geostrat..Info..age.max","Geostrat..Info..correlation","Geostrat..Info..mis","NISP.Sum.class.Mammalia","NISP.Sum.order.Rodentia","NISP.Sum.family.Anatidae","meanage","sdage"
"7520","Krapina","Krapina Layer 1-9 human remains 705","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7521","Krapina","Krapina Layer 1-9 human remains 705","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7522","Krapina","Krapina Layer 1-9 human remains 705","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7523","Krapina","Krapina Layer 1-9 human remains 705","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"7524","Krapina","Krapina Layer 1-9 human remains 705","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"7525","Krapina","Krapina Layer 1-9 human remains 705","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"7526","Krapina","Krapina Layer 1-9 human remains 705","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"7527","Krapina","Krapina Layer 1-9 human remains 705","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"7528","Krapina","Krapina Layer 1-9 human remains 706","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"7529","Krapina","Krapina Layer 1-9 human remains 706","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7530","Krapina","Krapina Layer 1-9 human remains 706","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7531","Krapina","Krapina Layer 1-9 human remains 706","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7532","Krapina","Krapina Layer 1-9 human remains 706","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"7533","Krapina","Krapina Layer 1-9 human remains 706","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"7534","Krapina","Krapina Layer 1-9 human remains 706","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"7535","Krapina","Krapina Layer 1-9 human remains 706","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"7536","Krapina","Krapina Layer 1-9 human remains 706","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"7537","Krapina","Krapina Layer 1-9 human remains 707","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"7538","Krapina","Krapina Layer 1-9 human remains 707","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7539","Krapina","Krapina Layer 1-9 human remains 707","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7540","Krapina","Krapina Layer 1-9 human remains 707","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7541","Krapina","Krapina Layer 1-9 human remains 707","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"7542","Krapina","Krapina Layer 1-9 human remains 707","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"7543","Krapina","Krapina Layer 1-9 human remains 707","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"7544","Krapina","Krapina Layer 1-9 human remains 707","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"7545","Krapina","Krapina Layer 1-9 human remains 707","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"7546","Krapina","Krapina Layer 1-9 human remains 708","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"7547","Krapina","Krapina Layer 1-9 human remains 708","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7548","Krapina","Krapina Layer 1-9 human remains 708","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7549","Krapina","Krapina Layer 1-9 human remains 708","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7550","Krapina","Krapina Layer 1-9 human remains 708","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"7551","Krapina","Krapina Layer 1-9 human remains 708","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"7552","Krapina","Krapina Layer 1-9 human remains 708","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"7553","Krapina","Krapina Layer 1-9 human remains 708","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"7554","Krapina","Krapina Layer 1-9 human remains 708","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"7555","Krapina","Krapina Layer 1-9 human remains 709","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"7556","Krapina","Krapina Layer 1-9 human remains 709","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7557","Krapina","Krapina Layer 1-9 human remains 709","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7558","Krapina","Krapina Layer 1-9 human remains 709","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7559","Krapina","Krapina Layer 1-9 human remains 709","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"7560","Krapina","Krapina Layer 1-9 human remains 709","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"7561","Krapina","Krapina Layer 1-9 human remains 709","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"7562","Krapina","Krapina Layer 1-9 human remains 709","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"7563","Krapina","Krapina Layer 1-9 human remains 709","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"7564","Krapina","Krapina Layer 1-9 human remains 710","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"7565","Krapina","Krapina Layer 1-9 human remains 710","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7566","Krapina","Krapina Layer 1-9 human remains 710","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7567","Krapina","Krapina Layer 1-9 human remains 710","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7568","Krapina","Krapina Layer 1-9 human remains 710","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"7569","Krapina","Krapina Layer 1-9 human remains 710","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"7570","Krapina","Krapina Layer 1-9 human remains 710","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"7571","Krapina","Krapina Layer 1-9 human remains 710","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"7572","Krapina","Krapina Layer 1-9 human remains 710","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"7573","Krapina","Krapina Layer 1-9 human remains 711","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"7574","Krapina","Krapina Layer 1-9 human remains 711","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7575","Krapina","Krapina Layer 1-9 human remains 711","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7576","Krapina","Krapina Layer 1-9 human remains 711","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"7577","Krapina","Krapina Layer 1-9 human remains 711","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"7578","Krapina","Krapina Layer 1-9 human remains 711","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"7579","Krapina","Krapina Layer 1-9 human remains 711","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"7580","Krapina","Krapina Layer 1-9 human remains 711","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"7581","Krapina","Krapina Layer 1-9 human remains 711","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"7582","Krems-Hundssteig","Krems-Hundssteig AH 3,1 Fauna","GH 20","Austria","open air",15.60037,48.415118,"UP/ Gravettian",26960,28240,"14C (radiocarbon) dating","2","33","-","-",NA,NA
"7583","Krems-Hundssteig","Krems-Hundssteig AH 3,2 Fauna","GH 20","Austria","open air",15.60037,48.415118,"UP/ Gravettian",26960,28240,"14C (radiocarbon) dating","2","973","2","-",NA,NA
"7584","Krems-Hundssteig","Krems-Hundssteig AH 3,34 Fauna","GH 20","Austria","open air",15.60037,48.415118,"UP/ Gravettian",26960,28240,"14C (radiocarbon) dating","2","19","-","-",NA,NA
"7585","Krems-Hundssteig","Krems-Hundssteig AH 3,4 Fauna","GH 21","Austria","open air",15.60037,48.415118,"UP/ Gravettian",27400,28310,"14C (radiocarbon) dating","2","45","5","-",NA,NA
"7586","Krems-Hundssteig","Krems-Hundssteig AH 3,5 Fauna","GH 22","Austria","open air",15.60037,48.415118,"UP/ Gravettian",27540,29050,"14C (radiocarbon) dating","3","1","-","-",NA,NA
"7587","Krems-Hundssteig","Krems-Hundssteig AH 3,7 Fauna","GH 22","Austria","open air",15.60037,48.415118,"UP/ Gravettian",27540,29050,"14C (radiocarbon) dating","3","8","-","-",NA,NA
"7588","Krems-Hundssteig","Krems-Hundssteig AH 4 Fauna","GH 27","Austria","open air",15.60037,48.415118,"",30470,33260,"14C (radiocarbon) dating","3","1","-","-",NA,NA
"7589","Krems-Wachtberg","Krems-Wachtberg layer 2 fauna","Layer 2","Austria","open air",15.59952,48.414467,"UP/ Gravettian",27000,27900,"14C (radiocarbon) dating","2","241","-","-",31157,1
"7590","Ksar Akil","Ksar Akil, human remains 03","Level XXV","Lebanon","rock shelter",35.640847,33.914028,"UP/ Initial Upper Paleolithic - Eurasia",36520,47000,"archaeological (cultural) stratigraphy, stratigraphy","3","-","-","-",NA,NA
"7591","Ksar Akil","Ksar Akil, XIV, Fauna","Level XIV","Lebanon","rock shelter",35.640847,33.914028,"UP/ Ahmarian",35320,35720,"stratigraphy","3","31","-","-",NA,NA
"7592","Ksar Akil","Ksar Akil, XVI, Fauna","Level XVI","Lebanon","rock shelter",35.640847,33.914028,"UP/ Ahmarian",35800,36280,"14C (radiocarbon) dating","3","219","-","-",41127,1
"7593","Ksar Akil","Ksar Akil, XVIII, Fauna","Level XVIII","Lebanon","rock shelter",35.640847,33.914028,"UP/ Ahmarian",33550,35070,"14C (radiocarbon) dating","3","272","-","-",39370,1
"7594","Ksar Akil","Ksar Akil, XXII, Fauna","Level XXII","Lebanon","rock shelter",35.640847,33.914028,"UP/ Initial Upper Paleolithic - Eurasia",30730,35140,"14C (radiocarbon) dating","3","1852","1","-",39465,1
"7595","Ksar Akil","Ksar Akil, XXV, Fauna","Level XXV","Lebanon","rock shelter",35.640847,33.914028,"UP/ Initial Upper Paleolithic - Eurasia",36520,47000,"archaeological (cultural) stratigraphy, stratigraphy","3","172","-","-",NA,NA
"7596","Ksar Akil","Ksar Akil, I, Fauna","Level I","Lebanon","rock shelter",35.640847,33.914028,"EP/ Epipaleolithic",11780,35720,"archaeological (cultural) stratigraphy, stratigraphy","-","","-","-",NA,NA
"7597","Ksar Akil","Ksar Akil, II, Fauna","Level II","Lebanon","rock shelter",35.640847,33.914028,"EP/ Epipaleolithic",11780,35720,"archaeological (cultural) stratigraphy, stratigraphy","-","","-","-",NA,NA
"7598","Ksar Akil","Ksar Akil, III, Fauna","Level III","Lebanon","rock shelter",35.640847,33.914028,"EP/ Epipaleolithic",11780,35720,"archaeological (cultural) stratigraphy, stratigraphy","-","","-","-",NA,NA
"7599","Ksar Akil","Ksar Akil, IV, Fauna","Level IV","Lebanon","rock shelter",35.640847,33.914028,"EP/ Epipaleolithic",11780,35720,"archaeological (cultural) stratigraphy, stratigraphy","-","","-","-",NA,NA
"7600","Ksar Akil","Ksar Akil, IX, Fauna","Level IX","Lebanon","rock shelter",35.640847,33.914028,"UP/ Levantine Aurignacian",30220,30500,"14C (radiocarbon) dating","-","","-","-",41985,1
"7601","Ksar Akil","Ksar Akil, V, Fauna","Level V","Lebanon","rock shelter",35.640847,33.914028,"EP/ Epipaleolithic",11780,35720,"archaeological (cultural) stratigraphy, stratigraphy","-","","-","-",NA,NA
"7602","Ksar Akil","Ksar Akil, VI, Fauna","Level VI","Lebanon","rock shelter",35.640847,33.914028,"UP/ Levantine Aurignacian",29400,33500,"14C (radiocarbon) dating","-","","-","-",34601,1
"7603","Ksar Akil","Ksar Akil, VII, Fauna","Level VII","Lebanon","rock shelter",35.640847,33.914028,"UP/ Levantine Aurignacian",35320,35720,"14C (radiocarbon) dating","3","","-","-",NA,NA
"7604","Ksar Akil","Ksar Akil, VIII, Fauna","Level VIII","Lebanon","rock shelter",35.640847,33.914028,"UP/ Levantine Aurignacian",30480,30800,"14C (radiocarbon) dating","-","","-","-",35120,1
"7605","Ksar Akil","Ksar Akil, X, Fauna","Level X","Lebanon","rock shelter",35.640847,33.914028,"UP/ Levantine Aurignacian",34300,34800,"14C (radiocarbon) dating","-","","-","-",39654,1
"7606","Ksar Akil","Ksar Akil, XI, Fauna","Level XI","Lebanon","rock shelter",35.640847,33.914028,"UP/ Levantine Aurignacian",34300,35720,"stratigraphy","-","","-","-",NA,NA
"7607","Ksar Akil","Ksar Akil, XII, Fauna","Level XII","Lebanon","rock shelter",35.640847,33.914028,"UP/ Levantine Aurignacian",35320,35720,"14C (radiocarbon) dating","3","","-","-",40701,1
"7608","Ksar Akil","Ksar Akil, XIII, Fauna","Level XIII","Lebanon","rock shelter",35.640847,33.914028,"UP/ Levantine Aurignacian",35320,35720,"stratigraphy","3","","-","-",NA,NA
"7609","Ksar Akil","Ksar Akil, XIX, Fauna","Level XIX","Lebanon","rock shelter",35.640847,33.914028,"UP/ Ahmarian",32800,35750,"14C (radiocarbon) dating","3","","-","-",40697,1
"7610","Ksar Akil","Ksar Akil, XV, Fauna","Level XV","Lebanon","rock shelter",35.640847,33.914028,"UP/ Ahmarian",34780,35260,"14C (radiocarbon) dating","3","","-","-",40128,1
"7611","Ksar Akil","Ksar Akil, XVII, Fauna","Level XVII","Lebanon","rock shelter",35.640847,33.914028,"UP/ Ahmarian",28020,36020,"14C (radiocarbon) dating","3","","-","-",40943,1
"7612","Ksar Akil","Ksar Akil, XX, Fauna","Level XX","Lebanon","rock shelter",35.640847,33.914028,"UP/ Initial Upper Paleolithic - Eurasia",34770,35250,"14C (radiocarbon) dating","3","","-","-",40110,1
"7613","Ksar Akil","Ksar Akil, XXI, Fauna","Level XXI","Lebanon","rock shelter",35.640847,33.914028,"UP/ Initial Upper Paleolithic - Eurasia",36180,36600,"14C (radiocarbon) dating","3","","-","-",41343,1
"7614","Ksar Akil","Ksar Akil, XXIII, Fauna","Level XXIII","Lebanon","rock shelter",35.640847,33.914028,"UP/ Initial Upper Paleolithic - Eurasia",36520,37750,"14C (radiocarbon) dating","3","","-","-",42031,1
"7615","Ksar Akil","Ksar Akil, XXIV, Fauna","Level XXIV","Lebanon","rock shelter",35.640847,33.914028,"UP/ Initial Upper Paleolithic - Eurasia",36520,47000,"archaeological (cultural) stratigraphy, stratigraphy","-","","-","-",NA,NA
"7616","Ksar Akil","Ksar Akil, XXIX, Fauna","Level XXIX","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,56000,"archaeological (cultural) stratigraphy, stratigraphy","-","","-","-",NA,NA
"7617","Ksar Akil","Ksar Akil, XXVI, Fauna","Level XXVIA","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,56000,"U series (uranium-thorium) dating, archaeological (cultural) stratigraphy","3","","-","-",NA,NA
"7618","Ksar Akil","Ksar Akil, XXVI, Fauna","Level XXVIB","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,56000,"U series (uranium-thorium) dating, archaeological (cultural) stratigraphy","3","","-","-",20000,0.709714871629741
"7619","Ksar Akil","Ksar Akil, XXVII, Fauna","Level XXVIIA","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,56000,"U series (uranium-thorium) dating, archaeological (cultural) stratigraphy","3","","-","-",NA,NA
"7620","Ksar Akil","Ksar Akil, XXVII, Fauna","Level XXVIIB","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,56000,"U series (uranium-thorium) dating, archaeological (cultural) stratigraphy","3","","-","-",46320,1
"7621","Ksar Akil","Ksar Akil, XXVIII, Fauna","Level XXVIIIA","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,56000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","3","","-","-",42801,1
"7622","Ksar Akil","Ksar Akil, XXVIII, Fauna","Level XXVIIIB","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,56000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","3","","-","-",NA,NA
"7623","Ksar Akil","Ksar Akil, XXX, Fauna","Level XXX","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,56000,"stratigraphy","-","","-","-",NA,NA
"7624","Ksar Akil","Ksar Akil, XXXI, Fauna","Level XXXI","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,56000,"stratigraphy","-","","-","-",NA,NA
"7625","Ksar Akil","Ksar Akil, XXXII, Fauna","Level XXXII","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,56000,"U series (uranium-thorium) dating, stratigraphy","3","","-","-",50332,0.999999998343113
"7626","Ksar Akil","Ksar Akil, XXXIII, Fauna","Level XXXIII","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,350000,"archaeological (cultural) stratigraphy","-","","-","-",NA,NA
"7627","Ksar Akil","Ksar Akil, XXXIV, Fauna","Level XXXIV","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,350000,"archaeological (cultural) stratigraphy","-","","-","-",NA,NA
"7628","Ksar Akil","Ksar Akil, XXXV, Fauna","Level XXXV","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,350000,"archaeological (cultural) stratigraphy","-","","-","-",NA,NA
"7629","Ksar Akil","Ksar Akil, XXXVI, Fauna","Level XXXVI","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,350000,"archaeological (cultural) stratigraphy","-","","-","-",NA,NA
"7630","Ksar Akil","Ksar Akil, IX, micromammals","Level IX","Lebanon","rock shelter",35.640847,33.914028,"UP/ Levantine Aurignacian",30220,30500,"14C (radiocarbon) dating","-","","","-",41985,1
"7631","Ksar Akil","Ksar Akil, XVIII, micromammals","Level XVIII","Lebanon","rock shelter",35.640847,33.914028,"UP/ Ahmarian",33550,35070,"14C (radiocarbon) dating","3","","-","-",39370,1
"7632","Ksar Akil","Ksar Akil, XXII, micromammals","Level XXII","Lebanon","rock shelter",35.640847,33.914028,"UP/ Initial Upper Paleolithic - Eurasia",30730,35140,"14C (radiocarbon) dating","3","","-","-",39465,1
"7633","Ksar Akil","Ksar Akil, XXVI, micromammals","Level XXVIA","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,56000,"U series (uranium-thorium) dating, archaeological (cultural) stratigraphy","3","","","-",NA,NA
"7634","Ksar Akil","Ksar Akil, XXVI, micromammals","Level XXVIB","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,56000,"U series (uranium-thorium) dating, archaeological (cultural) stratigraphy","3","","","-",20000,0.709714871629741
"7635","Ksar Akil","Ksar Akil, XXVII, micromammals","Level XXVIIA","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,56000,"U series (uranium-thorium) dating, archaeological (cultural) stratigraphy","3","","","-",NA,NA
"7636","Ksar Akil","Ksar Akil, XXVII, micromammals","Level XXVIIB","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,56000,"U series (uranium-thorium) dating, archaeological (cultural) stratigraphy","3","","","-",46320,1
"7637","Ksar Akil","Ksar Akil, XXVIII, micromammals","Level XXVIIIA","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,56000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","3","","","-",42801,1
"7638","Ksar Akil","Ksar Akil, XXVIII, micromammals","Level XXVIIIB","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,56000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","3","","","-",NA,NA
"7639","Ksar Akil","Ksar Akil, XXXII, micromammals","Level XXXII","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,56000,"U series (uranium-thorium) dating, stratigraphy","3","","","-",50332,0.999999998343113
"7640","Ksar Akil","Ksar Akil, XXXIII, micromammals","Level XXXIII","Lebanon","rock shelter",35.640847,33.914028,"MP/ Mousterian - Levant",47000,350000,"archaeological (cultural) stratigraphy","-","","","-",NA,NA
"7641","Kudaro I","Kudaro I Layer 5a Fauna","Layer 5a","Georgia","cave",43.672042,42.526857,"LP/ Acheulean - Europe",137000,420000,"geology (based on position of layers)","9","","","-",2e+05,0.0231622574208384
"7642","Kudaro I","Kudaro I Fauna","Middle+Late Pleistocene Faunal Remains","Georgia","cave",43.672042,42.526857,"",11780,781000,"geology (based on position of layers), stratigraphy","-","37","","-",NA,NA
"7643","Kudaro III","Kuadaro III, Layer 3, Fauna","Layer 3","Georgia","cave",43.672042,42.526857,"",11780,250000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-",NA,NA
